Longitud (m);Ancho de Puente (m);Sep Vigas Longitudinales (m);N° Paneles;Altura (m);Disposicion de Arriostre;Forma de Arriostre;Dim. Arriostre;Forma de Cordones;Dimension de Cordon Sup/Inf;Forma de Diagonales;Dim. Diag. S/I;Forma de Montante;Dim. Montante;Peso total (ton)
93;11.6;2.1;9;9.5;X;L;150x150x12.5;Cajon HSS;524x534x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;450.73
93;11.6;2.1;9;9.6;X;T;150x150x12.5;Cajon HSS;534x544x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;460.13
93;11.6;2.1;9;9.6;X;L;150x150x12.5;Cajon HSS;544x514x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;450.93
93;11.6;2.1;9;9.7;X;T;150x150x12.5;Cajon HSS;514x524x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;441.91
93;11.6;2.1;9;9.7;X;L;150x150x12.5;Cajon HSS;524x534x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;451.12
93;11.6;2.1;9;9.8;X;T;150x150x12.5;Cajon HSS;534x544x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;460.52
93;11.6;2.1;9;9.8;X;L;150x150x12.5;Cajon HSS;544x514x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;451.31
93;11.6;2.1;9;9.9;X;T;150x150x12.5;Cajon HSS;514x524x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;442.29
93;11.6;2.1;9;9.9;X;L;150x150x12.5;Cajon HSS;524x534x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;451.51
93;11.6;2.1;9;10;X;T;150x150x12.5;Cajon HSS;534x544x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;460.92
93;11.6;2.1;9;10;X;L;150x150x12.5;Cajon HSS;544x514x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;451.7
93;11.6;2.1;9;10.1;X;T;150x150x12.5;Cajon HSS;514x524x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;442.67
93;11.6;2.1;9;10.1;X;L;150x150x12.5;Cajon HSS;524x534x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;451.89
93;11.6;2.1;9;10.2;X;T;150x150x12.5;Cajon HSS;534x544x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;461.31
93;11.6;2.1;9;10.2;X;L;150x150x12.5;Cajon HSS;544x514x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;452.09
93;11.6;2.1;9;10.3;X;T;150x150x12.5;Cajon HSS;514x524x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;443.05
93;11.6;2.1;9;10.3;X;L;150x150x12.5;Cajon HSS;524x534x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;452.28
94;11.6;2.1;9;9.4;X;T;150x150x12.5;Cajon HSS;537x547x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;465.52
94;11.6;2.1;9;9.4;X;L;150x150x12.5;Cajon HSS;547x517x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;456.22
94;11.6;2.1;9;9.5;X;T;150x150x12.5;Cajon HSS;517x527x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;447.12
94;11.6;2.1;9;9.5;X;L;150x150x12.5;Cajon HSS;527x537x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;456.42
94;11.6;2.1;9;9.6;X;T;150x150x12.5;Cajon HSS;537x547x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;465.92
94;11.6;2.1;9;9.6;X;L;150x150x12.5;Cajon HSS;547x517x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;456.61
94;11.6;2.1;9;9.7;X;T;150x150x12.5;Cajon HSS;517x527x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;447.5
94;11.6;2.1;9;9.7;X;L;150x150x12.5;Cajon HSS;527x537x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;456.81
94;11.6;2.1;9;9.8;X;T;150x150x12.5;Cajon HSS;537x547x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;466.31
94;11.6;2.1;9;9.8;X;L;150x150x12.5;Cajon HSS;547x517x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;457
94;11.6;2.1;9;9.9;X;T;150x150x12.5;Cajon HSS;517x527x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;447.88
94;11.6;2.1;9;9.9;X;L;150x150x12.5;Cajon HSS;527x537x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;457.19
94;11.6;2.1;9;10;X;T;150x150x12.5;Cajon HSS;537x547x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;466.71
94;11.6;2.1;9;10;X;L;150x150x12.5;Cajon HSS;547x517x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;457.39
94;11.6;2.1;9;10.1;X;T;150x150x12.5;Cajon HSS;517x527x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;448.26
94;11.6;2.1;9;10.1;X;L;150x150x12.5;Cajon HSS;527x537x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;457.58
94;11.6;2.1;9;10.2;X;T;150x150x12.5;Cajon HSS;537x547x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;467.11
94;11.6;2.1;9;10.2;X;L;150x150x12.5;Cajon HSS;547x517x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;457.78
94;11.6;2.1;9;10.3;X;T;150x150x12.5;Cajon HSS;517x527x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;448.64
94;11.6;2.1;9;10.3;X;L;150x150x12.5;Cajon HSS;527x537x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;457.97
94;11.6;2.1;9;10.4;X;T;150x150x12.5;Cajon HSS;537x547x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;467.5
94;11.6;2.1;9;10.4;X;L;150x150x12.5;Cajon HSS;547x517x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;458.17
95;11.6;2.1;10;9.5;X;T;150x150x12.5;Cajon HSS;520x530x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;491.21
95;11.6;2.1;10;9.5;X;L;150x150x12.5;Cajon HSS;530x540x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;501.42
95;11.6;2.1;10;9.6;X;T;150x150x12.5;Cajon HSS;540x550x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;511.85
95;11.6;2.1;10;9.6;X;L;150x150x12.5;Cajon HSS;550x520x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;501.63
95;11.6;2.1;10;9.7;X;T;150x150x12.5;Cajon HSS;520x530x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;491.62
95;11.6;2.1;10;9.7;X;L;150x150x12.5;Cajon HSS;530x540x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;501.84
95;11.6;2.1;10;9.8;X;T;150x150x12.5;Cajon HSS;540x550x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;512.28
95;11.6;2.1;10;9.8;X;L;150x150x12.5;Cajon HSS;550x520x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;502.05
95;11.6;2.1;10;9.9;X;T;150x150x12.5;Cajon HSS;520x530x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;492.03
95;11.6;2.1;10;9.9;X;L;150x150x12.5;Cajon HSS;530x540x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;502.26
95;11.6;2.1;10;10;X;T;150x150x12.5;Cajon HSS;540x550x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;512.71
95;11.6;2.1;10;10;X;L;150x150x12.5;Cajon HSS;550x520x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;502.47
95;11.6;2.1;10;10.1;X;T;150x150x12.5;Cajon HSS;520x530x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;492.45
95;11.6;2.1;10;10.1;X;L;150x150x12.5;Cajon HSS;530x540x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;502.69
95;11.6;2.1;10;10.2;X;T;150x150x12.5;Cajon HSS;540x550x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;513.14
95;11.6;2.1;10;10.2;X;L;150x150x12.5;Cajon HSS;550x520x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;502.9
95;11.6;2.1;10;10.3;X;T;150x150x12.5;Cajon HSS;520x530x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;492.86
95;11.6;2.1;10;10.3;X;L;150x150x12.5;Cajon HSS;530x540x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;503.11
95;11.6;2.1;10;10.4;X;T;150x150x12.5;Cajon HSS;540x550x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;513.57
95;11.6;2.1;10;10.4;X;L;150x150x12.5;Cajon HSS;550x520x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;503.32
95;11.6;2.1;10;10.5;X;T;150x150x12.5;Cajon HSS;520x530x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;493.27
95;11.6;2.1;10;10.5;X;L;150x150x12.5;Cajon HSS;530x540x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;503.53
96;11.6;2.1;10;9.6;X;T;150x150x12.5;Cajon HSS;543x553x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;526.3
96;11.6;2.1;10;9.6;X;L;150x150x12.5;Cajon HSS;553x523x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;515.97
96;11.6;2.1;10;9.7;X;T;150x150x12.5;Cajon HSS;523x533x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;505.85
96;11.6;2.1;10;9.7;X;L;150x150x12.5;Cajon HSS;533x543x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;516.19
96;11.6;2.1;10;9.8;X;T;150x150x12.5;Cajon HSS;543x553x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;526.74
96;11.6;2.1;10;9.8;X;L;150x150x12.5;Cajon HSS;553x523x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;516.4
96;11.6;2.1;10;9.9;X;T;150x150x12.5;Cajon HSS;523x533x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;506.27
96;11.6;2.1;10;9.9;X;L;150x150x12.5;Cajon HSS;533x543x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;516.62
96;11.6;2.1;10;10;X;T;150x150x12.5;Cajon HSS;543x553x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;527.18
96;11.6;2.1;10;10;X;L;150x150x12.5;Cajon HSS;553x523x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;516.83
96;11.6;2.1;10;10.1;X;T;150x150x12.5;Cajon HSS;523x533x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;506.7
96;11.6;2.1;10;10.1;X;L;150x150x12.5;Cajon HSS;533x543x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;517.05
96;11.6;2.1;10;10.2;X;T;150x150x12.5;Cajon HSS;543x553x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;527.62
96;11.6;2.1;10;10.2;X;L;150x150x12.5;Cajon HSS;553x523x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;517.26
96;11.6;2.1;10;10.3;X;T;150x150x12.5;Cajon HSS;523x533x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;507.12
96;11.6;2.1;10;10.3;X;L;150x150x12.5;Cajon HSS;533x543x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;517.48
96;11.6;2.1;10;10.4;X;T;150x150x12.5;Cajon HSS;543x553x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;528.05
96;11.6;2.1;10;10.4;X;L;150x150x12.5;Cajon HSS;553x523x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;517.69
96;11.6;2.1;10;10.5;X;T;150x150x12.5;Cajon HSS;523x533x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;507.54
96;11.6;2.1;10;10.5;X;L;150x150x12.5;Cajon HSS;533x543x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;517.91
96;11.6;2.1;10;10.6;X;T;150x150x12.5;Cajon HSS;543x553x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;528.49
96;11.6;2.1;10;10.6;X;L;150x150x12.5;Cajon HSS;553x523x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;518.12
97;11.6;2.1;10;9.7;X;T;150x150x12.5;Cajon HSS;526x536x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;512.02
97;11.6;2.1;10;9.7;X;L;150x150x12.5;Cajon HSS;536x546x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;522.46
97;11.6;2.1;10;9.8;X;T;150x150x12.5;Cajon HSS;546x556x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;533.13
97;11.6;2.1;10;9.8;X;L;150x150x12.5;Cajon HSS;556x526x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;522.68
97;11.6;2.1;10;9.9;X;T;150x150x12.5;Cajon HSS;526x536x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;512.44
97;11.6;2.1;10;9.9;X;L;150x150x12.5;Cajon HSS;536x546x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;522.89
97;11.6;2.1;10;10;X;T;150x150x12.5;Cajon HSS;546x556x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;533.57
97;11.6;2.1;10;10;X;L;150x150x12.5;Cajon HSS;556x526x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;523.11
97;11.6;2.1;10;10.1;X;T;150x150x12.5;Cajon HSS;526x536x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;512.86
97;11.6;2.1;10;10.1;X;L;150x150x12.5;Cajon HSS;536x546x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;523.32
97;11.6;2.1;10;10.2;X;T;150x150x12.5;Cajon HSS;546x556x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;534.01
97;11.6;2.1;10;10.2;X;L;150x150x12.5;Cajon HSS;556x526x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;523.54
97;11.6;2.1;10;10.3;X;T;150x150x12.5;Cajon HSS;526x536x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;513.28
97;11.6;2.1;10;10.3;X;L;150x150x12.5;Cajon HSS;536x546x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;523.76
97;11.6;2.1;10;10.4;X;T;150x150x12.5;Cajon HSS;546x556x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;534.45
97;11.6;2.1;10;10.4;X;L;150x150x12.5;Cajon HSS;556x526x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;523.97
97;11.6;2.1;10;10.5;X;T;150x150x12.5;Cajon HSS;526x536x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;513.71
97;11.6;2.1;10;10.5;X;L;150x150x12.5;Cajon HSS;536x546x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;524.19
97;11.6;2.1;10;10.6;X;T;150x150x12.5;Cajon HSS;546x556x25.0;Cajon HSS;520x530x19.0;Cajon HSS;280x280x16.0;534.89
97;11.6;2.1;10;10.6;X;L;150x150x12.5;Cajon HSS;556x526x25.0;Cajon HSS;530x500x19.0;Cajon HSS;280x280x16.0;524.4
97;11.6;2.1;10;10.7;X;T;150x150x12.5;Cajon HSS;526x536x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;514.13
97;11.6;2.1;10;10.7;X;L;150x150x12.5;Cajon HSS;536x546x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;524.62
98;11.6;2.1;10;9.8;X;T;150x150x12.5;Cajon HSS;549x559x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;539.54
98;11.6;2.1;10;9.8;X;L;150x150x12.5;Cajon HSS;559x529x25.0;Cajon HSS;530x500x19.0;Cajon HSS;290x290x16.0;528.98
98;11.6;2.1;10;9.9;X;T;150x150x12.5;Cajon HSS;529x539x25.0;Cajon HSS;500x510x19.0;Cajon HSS;290x290x16.0;518.63
98;11.6;2.1;10;9.9;X;L;150x150x12.5;Cajon HSS;539x549x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;529.19
98;11.6;2.1;10;10;X;T;150x150x12.5;Cajon HSS;549x559x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;539.98
98;11.6;2.1;10;10;X;L;150x150x12.5;Cajon HSS;559x529x25.0;Cajon HSS;530x500x19.0;Cajon HSS;290x290x16.0;529.41
98;11.6;2.1;10;10.1;X;T;150x150x12.5;Cajon HSS;529x539x25.0;Cajon HSS;500x510x19.0;Cajon HSS;290x290x16.0;519.05
98;11.6;2.1;10;10.1;X;L;150x150x12.5;Cajon HSS;539x549x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;529.63
98;11.6;2.1;10;10.2;X;T;150x150x12.5;Cajon HSS;549x559x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;540.42
98;11.6;2.1;10;10.2;X;L;150x150x12.5;Cajon HSS;559x529x25.0;Cajon HSS;530x500x19.0;Cajon HSS;290x290x16.0;529.84
98;11.6;2.1;10;10.3;X;T;150x150x12.5;Cajon HSS;529x539x25.0;Cajon HSS;500x510x19.0;Cajon HSS;290x290x16.0;519.47
98;11.6;2.1;10;10.3;X;L;150x150x12.5;Cajon HSS;539x549x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;530.06
98;11.6;2.1;10;10.4;X;T;150x150x12.5;Cajon HSS;549x559x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;540.86
98;11.6;2.1;10;10.4;X;L;150x150x12.5;Cajon HSS;559x529x25.0;Cajon HSS;530x500x19.0;Cajon HSS;290x290x16.0;530.27
98;11.6;2.1;10;10.5;X;T;150x150x12.5;Cajon HSS;529x539x25.0;Cajon HSS;500x510x19.0;Cajon HSS;290x290x16.0;519.9
98;11.6;2.1;10;10.5;X;L;150x150x12.5;Cajon HSS;539x549x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;530.49
98;11.6;2.1;10;10.6;X;T;150x150x12.5;Cajon HSS;549x559x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;541.3
98;11.6;2.1;10;10.6;X;L;150x150x12.5;Cajon HSS;559x529x25.0;Cajon HSS;530x500x19.0;Cajon HSS;290x290x16.0;530.71
98;11.6;2.1;10;10.7;X;T;150x150x12.5;Cajon HSS;529x539x25.0;Cajon HSS;500x510x19.0;Cajon HSS;290x290x16.0;520.32
98;11.6;2.1;10;10.7;X;L;150x150x12.5;Cajon HSS;539x549x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;530.92
98;11.6;2.1;10;10.8;X;T;150x150x12.5;Cajon HSS;549x559x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;541.74
98;11.6;2.1;10;10.8;X;L;150x150x12.5;Cajon HSS;559x529x25.0;Cajon HSS;530x500x19.0;Cajon HSS;290x290x16.0;531.14
99;11.6;2.1;10;9.9;X;T;150x150x12.5;Cajon HSS;532x542x25.0;Cajon HSS;510x510x19.0;Cajon HSS;290x290x16.0;529.07
99;11.6;2.1;10;9.9;X;L;150x150x12.5;Cajon HSS;542x552x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;535.52
99;11.6;2.1;10;10;X;T;150x150x12.5;Cajon HSS;552x562x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;546.42
99;11.6;2.1;10;10;X;L;150x150x12.5;Cajon HSS;562x532x25.0;Cajon HSS;530x510x19.0;Cajon HSS;290x290x16.0;539.96
99;11.6;2.1;10;10.1;X;T;150x150x12.5;Cajon HSS;532x542x25.0;Cajon HSS;510x510x19.0;Cajon HSS;290x290x16.0;529.49
99;11.6;2.1;10;10.1;X;L;150x150x12.5;Cajon HSS;542x552x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;535.95
99;11.6;2.1;10;10.2;X;T;150x150x12.5;Cajon HSS;552x562x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;546.86
99;11.6;2.1;10;10.2;X;L;150x150x12.5;Cajon HSS;562x532x25.0;Cajon HSS;530x510x19.0;Cajon HSS;290x290x16.0;540.4
99;11.6;2.1;10;10.3;X;T;150x150x12.5;Cajon HSS;532x542x25.0;Cajon HSS;510x510x19.0;Cajon HSS;290x290x16.0;529.92
99;11.6;2.1;10;10.3;X;L;150x150x12.5;Cajon HSS;542x552x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;536.38
99;11.6;2.1;10;10.4;X;T;150x150x12.5;Cajon HSS;552x562x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;547.3
99;11.6;2.1;10;10.4;X;L;150x150x12.5;Cajon HSS;562x532x25.0;Cajon HSS;530x510x19.0;Cajon HSS;290x290x16.0;540.84
99;11.6;2.1;10;10.5;X;T;150x150x12.5;Cajon HSS;532x542x25.0;Cajon HSS;510x510x19.0;Cajon HSS;290x290x16.0;530.35
99;11.6;2.1;10;10.5;X;L;150x150x12.5;Cajon HSS;542x552x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;536.82
99;11.6;2.1;10;10.6;X;T;150x150x12.5;Cajon HSS;552x562x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;547.74
99;11.6;2.1;10;10.6;X;L;150x150x12.5;Cajon HSS;562x532x25.0;Cajon HSS;530x510x19.0;Cajon HSS;290x290x16.0;541.27
99;11.6;2.1;10;10.7;X;T;150x150x12.5;Cajon HSS;532x542x25.0;Cajon HSS;510x510x19.0;Cajon HSS;290x290x16.0;530.78
99;11.6;2.1;10;10.7;X;L;150x150x12.5;Cajon HSS;542x552x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;537.25
99;11.6;2.1;10;10.8;X;T;150x150x12.5;Cajon HSS;552x562x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;548.19
99;11.6;2.1;10;10.8;X;L;150x150x12.5;Cajon HSS;562x532x25.0;Cajon HSS;530x510x19.0;Cajon HSS;290x290x16.0;541.71
99;11.6;2.1;10;10.9;X;T;150x150x12.5;Cajon HSS;532x542x25.0;Cajon HSS;510x510x19.0;Cajon HSS;290x290x16.0;531.2
99;11.6;2.1;10;10.9;X;L;150x150x12.5;Cajon HSS;542x552x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;537.68
100;11.6;2.1;10;10;X;T;150x150x12.5;Cajon HSS;555x565x25.0;Cajon HSS;530x540x19.0;Cajon HSS;290x290x16.0;561.43
100;11.6;2.1;10;10;X;L;150x150x12.5;Cajon HSS;565x535x25.0;Cajon HSS;540x510x19.0;Cajon HSS;290x290x16.0;550.63
100;11.6;2.1;10;10.1;X;T;150x150x12.5;Cajon HSS;535x545x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;540.05
100;11.6;2.1;10;10.1;X;L;150x150x12.5;Cajon HSS;545x555x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;550.85
100;11.6;2.1;10;10.2;X;T;150x150x12.5;Cajon HSS;555x565x25.0;Cajon HSS;530x540x19.0;Cajon HSS;290x290x16.0;561.88
100;11.6;2.1;10;10.2;X;L;150x150x12.5;Cajon HSS;565x535x25.0;Cajon HSS;540x510x19.0;Cajon HSS;290x290x16.0;551.07
100;11.6;2.1;10;10.3;X;T;150x150x12.5;Cajon HSS;535x545x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;540.48
100;11.6;2.1;10;10.3;X;L;150x150x12.5;Cajon HSS;545x555x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;551.29
100;11.6;2.1;10;10.4;X;T;150x150x12.5;Cajon HSS;555x565x25.0;Cajon HSS;530x540x19.0;Cajon HSS;290x290x16.0;562.33
100;11.6;2.1;10;10.4;X;L;150x150x12.5;Cajon HSS;565x535x25.0;Cajon HSS;540x510x19.0;Cajon HSS;290x290x16.0;551.51
100;11.6;2.1;10;10.5;X;T;150x150x12.5;Cajon HSS;535x545x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;540.91
100;11.6;2.1;10;10.5;X;L;150x150x12.5;Cajon HSS;545x555x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;551.73
100;11.6;2.1;10;10.6;X;T;150x150x12.5;Cajon HSS;555x565x25.0;Cajon HSS;530x540x19.0;Cajon HSS;290x290x16.0;562.78
100;11.6;2.1;10;10.6;X;L;150x150x12.5;Cajon HSS;565x535x25.0;Cajon HSS;540x510x19.0;Cajon HSS;290x290x16.0;551.95
100;11.6;2.1;10;10.7;X;T;150x150x12.5;Cajon HSS;535x545x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;541.35
100;11.6;2.1;10;10.7;X;L;150x150x12.5;Cajon HSS;545x555x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;552.17
100;11.6;2.1;10;10.8;X;T;150x150x12.5;Cajon HSS;555x565x25.0;Cajon HSS;530x540x19.0;Cajon HSS;290x290x16.0;563.23
100;11.6;2.1;10;10.8;X;L;150x150x12.5;Cajon HSS;565x535x25.0;Cajon HSS;540x510x19.0;Cajon HSS;290x290x16.0;552.39
100;11.6;2.1;10;10.9;X;T;150x150x12.5;Cajon HSS;535x545x25.0;Cajon HSS;510x520x19.0;Cajon HSS;290x290x16.0;541.78
100;11.6;2.1;10;10.9;X;L;150x150x12.5;Cajon HSS;545x555x25.0;Cajon HSS;520x530x19.0;Cajon HSS;290x290x16.0;552.61
100;11.6;2.1;10;11;X;T;150x150x12.5;Cajon HSS;555x565x25.0;Cajon HSS;530x540x19.0;Cajon HSS;290x290x16.0;563.68
100;11.6;2.1;10;11;X;L;150x150x12.5;Cajon HSS;565x535x25.0;Cajon HSS;540x510x19.0;Cajon HSS;290x290x16.0;552.83
